id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0004057949100465e-05 8.801175435445226e-06 1.0396010071709387e-05 5.705693529051949e-06 1.687887538317534e-05 1.5167352880386311e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 26.0 19.0 | 17 0 83 366 495 293 | 998 998 997 998 975 988 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0999800691962613e-05 8.376501737871313e-06 1.1520968580788687e-05 6.852825937064953e-06 1.6880916936366693e-05 1.5905717449919618e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 6.0 2.0 9.0 2.0 22.0 22.0 | 47 0 436 193 89 495 | 993 997 997 995 996 993 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.2680910203527521e-05 9.32175852396068e-06 1.1947251519296055e-05 7.190261706479409e-06 2.009128275985498e-05 1.7369583618044082e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 7.0 2.0 11.0 2.0 33.0 29.0 | 1 0 498 110 101 291 | 989 958 997 994 988 995 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.1894009942412423e-05 9.571524423692162e-06 1.1292884981271394e-05 6.756169645123414e-06 2.025225478404921e-05 1.7870724946122186e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 2.0 5.0 2.0 34.0 30.0 | 0 0 119 271 493 178 | 996 952 998 998 962 988 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0210800591137057e-05 8.890807031148195e-06 1.2022170806389335e-05 7.304408484230428e-06 1.870274337625172e-05 1.836032816660069e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 8.0 2.0 6.0 2.0 31.0 24.0 | 49 0 69 341 299 493 | 976 967 995 995 969 967 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.8929931644641e-06 8.234642426299057e-06 1.2163301790540583e-05 7.634982120409148e-06 1.7990861081038455e-05 1.7392793762155836e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 2.0 9.0 2.0 33.0 25.0 | 50 1 59 56 128 490 | 977 976 997 987 975 972 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.834833305310156e-06 7.717114188304534e-06 1.0842041723541072e-05 7.065893265515244e-06 1.5155253376290065e-05 1.4949745163477586e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 2.0 9.0 2.0 19.0 20.0 | 41 0 84 56 238 279 | 979 968 996 993 982 984 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.12273783603214e-06 7.453571074206778e-06 9.60696508227819e-06 6.605835993682744e-06 1.6130589672191944e-05 1.392661802652832e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 2.0 2.0 22.0 15.0 | 43 0 478 454 168 334 | 978 960 993 998 988 978 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.821813822736087e-06 8.703446019709555e-06 1.093956490604284e-05 7.879553512398424e-06 1.9354975655668972e-05 1.6132693824741943e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 2.0 5.0 4.0 35.0 24.0 | 49 0 499 299 129 373 | 987 962 994 994 977 982 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.735010341192028e-06 8.908813003401758e-06 1.1366706309351668e-05 7.500536592718725e-06 1.805789517576268e-05 1.584996824990574e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 6.0 4.0 31.0 29.0 | 47 0 112 371 144 421 | 992 957 995 984 979 985 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.360902370549307e-06 8.217309327985018e-06 1.073442287955668e-05 7.8668777364388e-06 1.589238703889242e-05 1.5186839183168662e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 2.0 4.0 3.0 22.0 20.0 | 48 0 107 483 127 408 | 990 959 988 994 986 985 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0262427574170115e-05 8.20899522730415e-06 1.203914865995459e-05 8.275919878637881e-06 1.7541680343012098e-05 1.6012403557823886e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 6.0 2.0 10.0 4.0 25.0 20.0 | 43 0 105 411 299 176 | 986 958 995 994 981 983 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.593374048109958e-06 6.887636838753753e-06 1.2145656159352795e-05 6.45859849465314e-06 1.838483675571583e-05 1.5980329888387443e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 2.0 13.0 2.0 33.0 22.0 | 55 50 327 378 96 434 | 994 998 997 995 994 992 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.75174805747758e-06 5.8440671140436455e-06 1.0133534622182119e-05 5.679911688299824e-06 1.8213705745734632e-05 1.5697291414465752e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 7.0 2.0 27.0 24.0 | 77 55 484 211 63 455 | 997 998 998 995 987 995 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.302281830025714e-06 6.9390582344067716e-06 1.0181382021961617e-05 6.2634652332896936e-06 1.626489866732513e-05 1.559115301767289e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 3.0 2.0 27.0 22.0 | 51 0 62 275 112 473 | 992 975 993 996 977 991 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.965696361932997e-06 7.4441670636030285e-06 1.1716150667146652e-05 7.502329506676648e-06 1.7532552918840383e-05 1.5496432614336236e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 8.0 2.0 24.0 20.0 | 34 0 190 481 128 173 | 996 974 998 996 990 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.019247023452573e-05 7.352625852691706e-06 1.180097147852174e-05 7.521737102903947e-06 2.0939512080563897e-05 1.566331627341224e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 12.0 2.0 40.0 21.0 | 2 0 462 497 111 98 | 994 976 997 992 977 991 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0377400257790037e-05 8.591748671263432e-06 1.2230479592067045e-05 7.486004525080204e-06 1.9363384754006383e-05 1.6695987266268932e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 2.0 11.0 2.0 36.0 22.0 | 51 0 105 235 95 475 | 996 964 996 996 975 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.404663744317997e-06 7.888478791180903e-06 1.1176890531492272e-05 7.0042802746436e-06 1.4745735654437553e-05 1.497084044559179e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 8.0 2.0 21.0 16.0 | 53 0 256 137 66 497 | 995 992 997 998 988 995 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.636612758745556e-06 5.288538141499659e-06 8.440213826165028e-06 5.405749635117983e-06 1.245962041170737e-05 1.3131612928095312e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 6.0 2.0 12.0 9.0 | 49 49 427 459 107 97 | 995 997 995 998 991 987 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.1359189474654615e-06 6.174244900238075e-06 8.93890850698122e-06 4.572155250218621e-06 1.4216287729746327e-05 1.4319944341977879e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 13.0 18.0 | 49 47 283 480 310 257 | 991 998 998 994 964 984 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.029900710750663e-06 7.620124922757526e-06 1.0517385600153959e-05 6.208039059440543e-06 1.609301087641738e-05 1.6381969451893773e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 2.0 4.0 2.0 21.0 24.0 | 48 0 55 236 299 335 | 993 989 997 997 978 992 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0905330179478747e-05 7.2582779362025095e-06 1.1041332781528965e-05 7.317418510532437e-06 1.709678448018471e-05 2.044227081051157e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 8.0 2.0 3.0 4.0 28.0 31.0 | 50 53 83 113 95 57 | 965 997 996 997 980 988 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.2019841881140108e-05 7.051392857692436e-06 1.3075486109295765e-05 8.253597843821615e-06 1.855762221107741e-05 2.121898085940368e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 11.0 3.0 14.0 4.0 32.0 36.0 | 61 98 475 454 464 95 | 993 982 996 998 998 995 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.4655357340499748e-05 1.0378738629722438e-05 1.2731956508571584e-05 1.3059282216728556e-05 1.9006191179567786e-05 1.840090907636965e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 14.0 4.0 15.0 6.0 37.0 33.0 | 43 0 470 6 57 139 | 998 998 996 998 994 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.4679248315317779e-05 9.871791450110414e-06 1.0153658786637547e-05 1.3061729049441962e-05 1.683546209111788e-05 1.6183481060883586e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 12.0 2.0 6.0 8.0 36.0 22.0 | 0 0 299 0 57 55 | 996 998 991 998 982 994 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0680569127040088e-05 6.393423242606412e-06 1.1992402119922434e-05 8.947743845139761e-06 1.6373125201800462e-05 1.7102578159421753e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 13.0 2.0 27.0 25.0 | 52 50 64 497 107 454 | 998 991 995 998 959 994 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.762240716930298e-06 6.6606244614340255e-06 1.2125083362171871e-05 8.764761741693864e-06 2.0400290690074535e-05 1.9641578503243455e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 2.0 15.0 2.0 35.0 39.0 | 314 80 344 57 80 430 | 988 996 998 998 972 975 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.934038202768797e-06 7.214353246264144e-06 1.3764015231587251e-05 9.154726129054177e-06 2.214650102653872e-05 1.8020268103199638e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 13.0 2.0 39.0 30.0 | 55 56 496 170 60 101 | 991 998 998 996 982 968 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.791063233716365e-06 7.107698496096774e-06 1.4955202116275986e-05 9.116984328416768e-06 1.926120218399753e-05 1.7355877027277576e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 6.0 2.0 17.0 2.0 28.0 27.0 | 60 40 238 422 121 80 | 993 974 996 996 991 981 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0051389569095186e-05 6.9086404988993935e-06 1.1860653181345137e-05 8.233125268445001e-06 1.7617319532704408e-05 1.8682708686498132e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 6.0 2.0 10.0 2.0 28.0 31.0 | 107 46 453 282 107 231 | 991 980 995 995 990 988 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.40979565848074e-06 7.420779104601965e-06 1.037610616351799e-05 7.18109940219785e-06 1.8057226242262937e-05 1.705505659886633e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 26.0 27.0 | 225 0 101 163 75 235 | 997 970 997 997 976 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.007491856859764e-06 7.154059942341208e-06 1.0771549413998836e-05 6.643320458060918e-06 1.7158363526236644e-05 1.4400071219219201e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 5.0 2.0 28.0 17.0 | 316 0 59 61 119 106 | 997 994 991 998 985 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.998944710841952e-06 6.99254548309951e-06 1.0657097563113487e-05 6.03661859639215e-06 1.8309399579426415e-05 1.5970722554486537e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 5.0 2.0 28.0 23.0 | 50 0 292 364 325 145 | 996 993 991 997 974 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0320273165307446e-05 7.053433090196653e-06 1.0088362319078578e-05 5.643181920544056e-06 1.84409631624422e-05 1.743982765867595e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 3.0 2.0 27.0 29.0 | 44 0 487 248 145 73 | 980 984 990 989 984 984 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.956618391919358e-06 7.2768863478317e-06 1.0346970899597109e-05 5.923779514494251e-06 1.831059191474333e-05 1.4922871477368365e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 7.0 2.0 25.0 22.0 | 45 0 471 412 67 421 | 995 974 990 997 973 982 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.823242548956533e-06 7.590365532973291e-06 1.006567451894175e-05 5.591816302779544e-06 1.8577147755660705e-05 1.43472635126505e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 8.0 2.0 28.0 20.0 | 9 0 440 202 86 397 | 996 950 987 996 970 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0332837114333261e-05 7.1656230267352804e-06 9.881460736910686e-06 5.85456643674728e-06 1.9618248491195124e-05 1.692497246215015e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 7.0 2.0 5.0 2.0 34.0 25.0 | 43 0 494 458 67 146 | 989 974 990 997 976 994 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.910784672842534e-06 6.538648641455879e-06 9.405904101613388e-06 5.971774291648395e-06 1.9973808329793017e-05 1.7186116563370173e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 7.0 2.0 4.0 2.0 39.0 27.0 | 46 43 498 235 69 105 | 984 959 991 995 962 984 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.245604619206969e-06 7.212930747146735e-06 9.050452422018907e-06 5.574911903514406e-06 1.9394117920162917e-05 1.7231325697895023e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 32.0 27.0 | 50 0 268 198 71 237 | 986 956 985 995 958 983 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.350482680247657e-06 8.621022793048596e-06 9.163852933620225e-06 6.014069685741135e-06 1.908895208011068e-05 1.6960764838180698e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 6.0 2.0 33.0 26.0 | 64 0 144 303 56 299 | 994 956 984 998 961 990 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.312221368226588e-06 7.83894023740159e-06 9.31774180577584e-06 6.465719196283864e-06 1.95372096612132e-05 1.7160349439820275e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 2.0 7.0 2.0 33.0 29.0 | 62 0 466 105 58 480 | 994 996 998 997 960 994 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0022070682766072e-05 6.031951456016117e-06 9.65454567260266e-06 6.307703345364086e-06 1.901891781213623e-05 1.801936960662276e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 7.0 2.0 33.0 28.0 | 48 49 358 442 67 87 | 994 975 992 998 972 992 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.755725726041113e-06 6.108368733117859e-06 8.684876425259423e-06 5.862538872564383e-06 1.6677118951262963e-05 1.680311120209368e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 22.0 21.0 | 47 43 498 299 86 98 | 994 981 989 996 987 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.802904846431378e-06 6.919156515180767e-06 1.130518901446037e-05 5.805806690717147e-06 1.8086158954552025e-05 1.5805290128558533e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 2.0 10.0 2.0 29.0 20.0 | 46 0 499 499 72 108 | 977 964 986 988 973 987 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.943510693722953e-06 6.3400199702942665e-06 1.2098396053833167e-05 6.558355700527975e-06 1.6952802310969417e-05 1.4913457630099682e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 6.0 2.0 12.0 2.0 24.0 19.0 | 44 1 464 281 95 68 | 987 993 994 995 975 988 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.272161422640456e-06 5.469186115517759e-06 1.05640868363564e-05 6.955624063455689e-06 1.6497989666472408e-05 1.524480133719242e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 6.0 2.0 5.0 2.0 22.0 20.0 | 36 51 381 231 121 64 | 990 991 996 995 975 990 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.560030236779297e-06 6.659442444364112e-06 1.0019447920731862e-05 6.28687904018097e-06 1.6898601204059846e-05 1.5534444737433733e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 5.0 2.0 26.0 20.0 | 4 46 483 368 74 72 | 974 973 996 992 973 974 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.1825480592878383e-05 7.899294276514766e-06 9.892161668519746e-06 6.353941603727271e-06 1.4361462410270607e-05 1.752781938285774e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 7.0 2.0 5.0 2.0 17.0 24.0 | 0 0 420 456 299 59 | 962 987 997 997 995 994 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.2307567141362623e-05 7.817396784658491e-06 1.1039363323560706e-05 6.7167341915727455e-06 1.3539802905167518e-05 1.7329984766405122e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 8.0 2.0 4.0 2.0 14.0 25.0 | 0 0 73 420 172 56 | 970 997 997 997 987 991 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.4642745416593815e-05 1.135941881720334e-05 1.681902899314368e-05 1.9319967042573286e-05 1.973920486069234e-05 2.2216221589950184e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 13.0 7.0 18.0 4.0 26.0 26.0 | 5 5 73 51 273 57 | 997 998 998 998 996 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.3898576813107796e-05 1.153200201899582e-05 1.7189997904851536e-05 1.932142211729489e-05 1.9998250867098983e-05 2.2498258134859158e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 11.0 7.0 18.0 4.0 29.0 28.0 | 47 4 79 58 65 290 | 998 997 997 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.353635742137682e-06 6.7480775819332225e-06 1.1036721690608301e-05 6.1538812188954476e-06 1.453423520527829e-05 1.5430324202523632e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 2.0 3.0 2.0 17.0 19.0 | 51 0 294 499 60 367 | 990 994 998 998 992 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0886018840954672e-05 5.496257537301396e-06 1.0014557192173573e-05 6.701852909090152e-06 1.561884600555338e-05 1.7153017871009082e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 4.0 2.0 17.0 22.0 | 0 55 108 56 91 55 | 976 995 997 993 984 986 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0507579027803089e-05 7.237082681753245e-06 1.2957164222754693e-05 7.347727984518613e-06 1.9874084470661585e-05 1.7198548235204003e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 13.0 2.0 29.0 23.0 | 0 52 72 422 59 64 | 989 998 989 998 981 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.490749147654323e-06 7.050563451934472e-06 1.2587013595175062e-05 6.386622533433978e-06 2.1160418842238704e-05 1.6463820468899355e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 10.0 2.0 35.0 20.0 | 52 52 95 197 58 499 | 992 998 988 998 974 993 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.117122693044284e-06 5.213174552373937e-06 9.599113278025082e-06 5.5905186446597925e-06 1.8942369606787375e-05 1.71913598419106e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 32.0 30.0 | 62 75 96 466 56 299 | 984 995 994 995 972 988 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.165119993956263e-06 5.1808371337982925e-06 1.04071896274815e-05 6.228447031437218e-06 1.743791205131526e-05 1.5933787983046104e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 8.0 2.0 27.0 21.0 | 52 83 282 128 59 185 | 983 995 989 997 988 992 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0297965685143116e-05 5.740775855856965e-06 1.0847637620398652e-05 6.82278390372219e-06 1.7867842299981692e-05 1.643226760156032e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 2.0 8.0 2.0 29.0 18.0 | 5 56 83 49 56 79 | 994 996 993 993 973 994 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.001085332505908e-05 6.538430094243795e-06 1.0258320297181275e-05 6.8166191150135865e-06 1.9452974008460193e-05 1.665458720938935e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 7.0 2.0 36.0 25.0 | 34 51 114 193 56 158 | 998 981 997 998 960 987 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.463278370554116e-06 5.75715986811726e-06 1.0797751254837141e-05 6.41989655983122e-06 2.0269726340122696e-05 1.6246199735869185e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 8.0 2.0 35.0 22.0 | 56 55 217 498 58 331 | 979 998 995 998 982 986 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.280426098108346e-06 5.5979395374565024e-06 1.1830206449266084e-05 6.8841804106867345e-06 2.135716159757457e-05 1.6790114117016814e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 7.0 2.0 36.0 22.0 | 50 56 56 490 56 144 | 983 998 995 998 971 989 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.1011795842181771e-05 6.962850220367054e-06 1.2609214082569515e-05 8.226754817656067e-06 2.2066154874138245e-05 1.8197150977343663e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 7.0 2.0 9.0 4.0 37.0 31.0 | 49 46 61 255 56 144 | 997 958 994 997 963 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.2827265108788867e-05 7.348426016555289e-06 1.346657647929841e-05 7.904113002906604e-06 2.1036037419263082e-05 2.034415364793564e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 10.0 2.0 14.0 4.0 38.0 40.0 | 33 50 57 385 57 58 | 996 992 996 997 975 995 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.286654946912004e-05 6.4129114775761e-06 1.2730245724871012e-05 6.299504414016165e-06 1.9473061457622663e-05 2.007079535405229e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 7.0 2.0 14.0 2.0 28.0 34.0 | 0 57 49 74 59 57 | 968 995 995 995 977 986 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.1408848028295974e-05 5.902145811075468e-06 1.0592154787504462e-05 5.846755591016897e-06 1.7936326821278566e-05 1.8143736917638563e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 5.0 2.0 26.0 29.0 | 5 52 158 70 61 65 | 986 979 996 997 972 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.749540671446415e-06 6.500872087964391e-06 9.064789061166158e-06 6.047665845691384e-06 1.5797702860315063e-05 1.5714280805228156e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 3.0 2.0 23.0 23.0 | 49 0 462 389 57 336 | 988 975 990 996 971 982 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.486162375729844e-05 8.526971899774953e-06 1.0489124758949739e-05 8.53549426053601e-06 1.4307001007636595e-05 1.6573947188939524e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 23.0 2.0 9.0 2.0 19.0 25.0 | 1 0 454 54 73 56 | 998 997 996 998 994 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.8811075012655646e-05 7.992185883708088e-06 2.0172333597569364e-05 9.452171412524967e-06 2.1578238941085246e-05 2.1089363808100637e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 33.0 2.0 28.0 2.0 37.0 39.0 | 1 22 73 7 53 57 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.0751463198370625e-05 6.59600934049657e-06 2.4208850476466425e-05 9.76129116701162e-06 2.4957906175553335e-05 2.4408394016211084e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 35.0 3.0 49.0 7.0 50.0 41.0 | 52 471 47 436 59 53 | 998 997 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.954461833859561e-05 7.489873107611991e-06 1.7992883435155244e-05 1.205632564020398e-05 2.041362079676251e-05 2.2219961542596286e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 31.0 4.0 35.0 12.0 40.0 36.0 | 169 266 424 424 141 107 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.6635582129965077e-05 7.1949650704015074e-06 1.757308889404252e-05 1.4378918813801944e-05 1.9943249693316572e-05 1.977472202343663e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 26.0 3.0 29.0 15.0 42.0 36.0 | 232 209 4 299 26 69 | 998 998 998 998 972 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.5639420207607602e-05 6.252059635335973e-06 1.8821870953970977e-05 1.2759774446776373e-05 2.0676320113434614e-05 1.967134988769126e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 20.0 4.0 38.0 10.0 45.0 36.0 | 43 389 0 486 52 469 | 998 996 997 998 972 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.2058217019154479e-05 5.845963832278032e-06 1.3138803890675564e-05 7.2534347802621815e-06 1.852114698078062e-05 1.7207754164352492e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 6.0 2.0 13.0 2.0 30.0 27.0 | 0 466 49 155 56 74 | 998 998 998 998 985 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.1075688575646874e-05 6.436516147717645e-06 1.1396925038246683e-05 5.707559057820269e-06 1.8228963273547508e-05 1.70330902444431e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 2.0 6.0 2.0 33.0 23.0 | 0 54 61 493 74 57 | 987 996 998 998 983 982 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0744774144621131e-05 5.823360922993279e-06 1.1436967829140698e-05 5.971397324202857e-06 1.7946790169301613e-05 1.5735133303082264e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 6.0 2.0 4.0 2.0 38.0 25.0 | 0 54 49 474 62 56 | 979 996 998 998 979 972 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.703183146818201e-06 4.9134163908483626e-06 9.933713638573685e-06 5.64014895916692e-06 1.535288053953756e-05 1.488809788358027e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 24.0 24.0 | 42 54 62 122 81 63 | 982 971 997 993 978 977 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.2078331891217432e-05 5.8053656632226595e-06 1.1410790908814069e-05 6.578366406372784e-06 1.844023357511324e-05 1.842471458493536e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 9.0 2.0 7.0 2.0 31.0 33.0 | 0 52 55 451 59 57 | 998 978 996 998 979 988 
id | rms | ApprEnt | LZComp | mpf | sef
